,airline_sentiment,text
2598,negative,@JetBlue dont really know what that means but this isnt the best first-time-flying-w-a-16mo old experience. likelihood of addtl delays 2nt?
1521,positive,@SouthwestAir ohk. Thank You!!! B/C of the inexpensive airfares that Southwest has I can now travel around.
2780,negative,"@united you ask a lot of customers who  you routinely screw over. You know that, right?"
608,positive,@AmericanAir Thank you. Good suggestion. I checked and we were not rebooked. We'll keep checking and looking for other flights
3705,negative,"@AmericanAir No Meelan did not afford a supervisor to be included in the conversation, pls check the rec of the call #badcustomerservice"
2821,negative,"@SouthwestAir hey remember that time you lost my husbands bags? I do. 

#filmjobnoequipment 
#nowarmclothes"
6512,neutral,@JetBlue Airways Receives New Coverage from Analysts at Bank of America (JBLU) - The Legacy http://t.co/dORuxBqla1
3997,negative,@united did our bags leave Washington yet? That would be convenient seeing as we left there a day ago. #UnitedAirlines #lostluggage
4860,neutral,"@united Hi again, any updates here?"
73,positive,@AmericanAir Got my bags this morning! Thanks!
159,positive,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?
6733,neutral,@AmericanAir Here you go https://t.co/oM1vIEg74a
5748,neutral,@united  @MrAndyEp like 2 weeks after my flight!?!? Creative!
6643,neutral,@SouthwestAir Any way you can help with entry to Vegas event? My Boyfriend &amp; I have been @Imaginedragons fans since 2009. They are awesome!
6928,neutral,YO! @InternJohnRadio @mrerickv  give @SouthwestAir their plane back.  They're mad &amp; threatening to take away my Companion Pass. #Luv
3926,negative,@united direct messages not going through please help
6730,neutral,@JetBlue actually flight 1089 not 1098
898,positive,@JetBlue thank you so much for your effort
4018,negative,@SouthwestAir - 800 is not int'l friendly
1062,positive,@united Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.
5987,neutral,"@USAirways if I apply for ur credit card, do you automatically get the companion certificate or do I have to wait for it?"
2986,negative,@SouthwestAir  Glad to see you know how to keep the money in your own pockets. 'Thanks' for the voucher in return for lost bag.
4632,negative,@JetBlue how about an update on flight 475 leaving tf green delayed
3759,negative,@united U kept passengers waiting all night 4 a plane that was being put out of service.  Leaving everyone stranded for night. #inexcusable
4550,negative,@SouthwestAir everything OK? This is my 3rd call for the day and this time I've been on hold for 1.5 hrs. I'll hang up and try again.
1428,positive,@SouthwestAir Thank you. I know ya'll can't control the weather. I appreciate ya'll working to get my flight rebooked the last two days.
6975,neutral,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE
2062,positive,Power Moves RT @JetBlue: Our fleet's on fleek. http://t.co/t9s68korSN
6636,neutral,@united I would like to know what's going on before his current flight lands.
3801,negative,@united it is cool. Your customer told me they didn't care either. It is expected
5525,neutral,@united hey! think someone could meet me with my book when I arrive at @loganairports at 10:30? It's yes please #amypoehler. Oscar took it.
3058,negative,@united I'm rebooked. Getting home 4 hours Late Flightr then planned. What are the chances I'll ever see my bag again? #unhappytraveler
86,positive,@SouthwestAir Hey sourhwest can you send me to Atlanta to see @Imaginedragons ? I will fly southwest forever. U guys are the best airline!
2803,negative,@AmericanAir trying to get home is beyond complicated. It's should not be this hard. Students are split up and we will not fly AA ever again
2659,negative,@JetBlue I understand why ur doing it. But for someone who just traveled 2+ hours to get here early. Relax b4 flight etc. Adv notice maybe??
207,positive,@united On the plane but thanks! Maybe don't let so many people check in by themselves - teeming with morons.
5846,neutral,@AmericanAir have your experts seen this? this is right at RDU airport. http://t.co/mPliO6DYgn
6240,neutral,@jetblue the man sitting next 2 me at the terminal has a scent tht i cant quite put my finger on. pls dnt let him sit by me on the flight.
98,positive,@JetBlue gr8 #Mint crew on #flight 123 to #LAX they're #Mintalicious #TrueBlueLove #ShelleyandMarcRock #travel #air
3140,negative,@JetBlue I'd fly to an airline who actually gave a crap about its fliers outside of generic apologies. Jet Blue is terrible #jetblue
4185,negative,@USAirways why I can't book a flight to PRN through your website?
933,positive,“@JetBlue: Our fleet's on fleek. http://t.co/3kVkd8yRxa” + lol wow
2495,negative,"@united, this is the line in Denver to rebook due to weather issues. DO BETTER. http://t.co/tmccExYaaQ"
5879,neutral,@AmericanAir it looks like a mistake
5023,neutral,@JetBlue - I look forward to getting this resolved. I will be in touch.
1193,positive,Thank you @united for your prompt assistance.
424,positive,@USAirways thanks. 😒
321,positive,@united You delayed a connection for customer service today now I'll be able to pay my final respects to a dear family member. Thank you :)
333,positive,@SouthwestAir @heavenlychc9 I'd at least enjoy a free cocktail...or two.
5215,neutral,@JetBlue so what about California
1246,positive,"@united Thanks so much , my passport was recovered"
798,positive,@JetBlue Thank you for the service credit. And to @PamGrout for positive thoughts.
2902,negative,@SouthwestAir Not your finest moment in Boston right now!
6574,neutral,@USAirways following you now
1500,positive,@USAirways provided the best service for me today! Thank you so much :)
6973,neutral,@USAirways my TSA precheck isn't showing up on my boarding pass for my flight tomorrow...help!? #USAirways #TSAPreCheck
5626,neutral,@united Please help... I am in Ethiopia adopting a two year old child. Have an existing confirmation #. Need to add child to reservation.
6062,neutral,@SouthwestAir 4467 and 152 on 2/25 and 503 and 25 on 2/26th.
782,positive,"@SouthwestAir in flight wifi + @TMobile wifi calling makes for the best combination. Who doesn't love texting 40,000 feet in the air :D"
5637,neutral,"@JetBlue I know there's no actual 'mile high' club, but surely there's something I can join ;-)"
4295,negative,@united flight 1219. My frustration boiled over after dealing with attendant. Her attitude was ridiculous.
1046,positive,@SouthwestAir is there a way to know who checked my bag on the curb? She was awesome!!! And want to be sure she gets a high five!
6857,neutral,@united I am on 1528 and my connecting flight is 909
3126,negative,@united Missed KTM flight due to ur Cancelled Flightlation. Mike supervisor disgusting.  Now day Late Flight. No apology or upgrade offer to LHR from ORD???
6647,neutral,@united @perfectomobile Definately not an award for employer of the year #united13
1875,positive,@AmericanAir Always love opening the upgrade email.
6982,neutral,@SouthwestAir when will you have flights for October 2015 available?
4508,negative,"@JetBlue JFK T5 north check in. 3 bag drop ladies, 1 has been checking in someone for the entire time; another doing check ins too."
242,positive,"@USAirways thanks for the reply. On a good note, the pilot nailed the landing. Seriously. Kudos."
4131,negative,"@AmericanAir is terrible, my flights Cancelled Flighted and i've been on hold for the past 4 hours. Never again."
3619,negative,"@AmericanAir No, it wouldn't let me complete transaction because it was one way from Barbados to NYC"
3887,negative,@USAirways on hold for 2+ hours.. Can I book using a Take Flight voucher online??
972,positive,@united thank you! Excited to be working with you guys!
3785,negative,@SouthwestAir   I hate evolved seating. knees in the seat pocket http://t.co/forNpF69Ky
1209,positive,"@AmericanAir @BoeingAirplanes I really would love to experience first class on that plane,looks stunning!"
5602,neutral,@USAirways have scheduled flight Sat(2morrow) CHO-CLT CHO needs to be added to weather advisory.  Please evaluate asap.
5372,neutral,"@united no, I have a pricey Chase Mileage Plus CC."
3003,negative,@AmericanAir i will be writing a very detailed letter to you all about this experience today. I have never experienced such awful cs ever
5291,neutral,@JetBlue ...really?
245,positive,@SouthwestAir Thanks. I'll keep checking. I'm trying to book our first Disney World vacation.
3039,negative,@united Holiday of a lifetime to New York ruined because you lost my luggage and have failed to find it since Sunday! #wontflyagainwithyou
4709,negative,@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?
1922,positive,@SouthwestAir thanks for responding.
3394,negative,"@SouthwestAir where are our bags?
We have a tv show to film!!"
5861,neutral,@SouthwestAir do you have a pair of tickets to the @Imaginedragons show in Atlanta?! I'd love to go! #DestinationDragons
5574,neutral,@united can someone please explain the process of of what happens to property found on a plane after passengers leave at Heathrow ?
5499,neutral,@USAirways What's the contact number for the corporate baggage office in Phoenix?
4661,negative,@AmericanAir and it's not a inconvenience it is a disaster. It's A $500 phone bill from you that you refuse to pay
6293,neutral,@USAirways just now but no general announcement
5124,neutral,@SouthwestAir any delays today @CAKairport to Orlando?
1084,positive,"@United is the best way to re-unite me with my one true love, shopping in USA's fashion capital #NewYork #unitedVUSA http://t.co/rBn7StUij1"
1775,positive,@USAirways shout out to the pilots and FC attendant(Eliz) of US 673. Super strong crosswinds during landing. Eliz did a super job throughout
2775,negative,@USAirways they weren't able to without reFlight Booking Problems and recharging the amount plus $25 fee for help over phone. Spoke to 2 agents &amp; Jeanine
5423,neutral,@AmericanAir Thank you for responding so quickly to my tweets I do appreciate that.
2272,positive,"@united thanks, keep up the good work"
3966,negative,@USAirways I just spent 3.5 hours and got nowhere. Entire experience #epicfail
3773,negative,@united @FAANews unacceptable practice to leave Cancelled Flighted flight passengers to sleep on cement with no pillows #UA1724 http://t.co/nDTLJ15ZpU
5976,neutral,@united we will be at the airport first thing in the morning
2124,positive,@SouthwestAir luv my companion pass!
1721,positive,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN"
3923,negative,@united bags are still in Houston since Friday and still have not been reimbursed the baggage fee.
6164,neutral,@united with about 25 people trying to get on flights
2400,negative,@AmericanAir Nice AA employee making skillful excuses about Late Flightness due to catering snafu... http://t.co/YPVPVdlTYs
4006,negative,@AmericanAir I wasn't important this morning when you would not seat my wife and I together or allow me to choose seats at Flight Booking Problems!!
1040,positive,@SouthwestAir telling my Fam in Vegas now. :)
2383,negative,@USAirways been delayed three times now finally boarded. Been waiting 20 minutes. Now being told the plan has to be completely powered down.
486,positive,@jetblue always #mosaicmecrazy #sunrise #bestairline #nofilterneeded &amp; how can you not love #FlyFi… http://t.co/NY6CS7jRuV
6751,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/FVYzjLDTON” 🚶🚶🚶🚶
4115,negative,"@JetBlue For one way, not letting me select TO city....strange...and now some fairs look ""normal"" ????"
4238,negative,@united 30 of us on flight 1750 trying to get to tel aviv that is trying to take off right now with out us so cruel. Next flight is 350pm
6399,neutral,@united assume those benefits only apply to my own reservation. Any way my partner (on diff res) can use them? Can we combine res?
955,positive,@united No thanks.  Took care of it when I called
5091,neutral,"@united speaking of my flight, skateboards are allowed as carry on bagage right? No extra payment needed?"
6894,neutral,@AmericanAir Will 2396 be Cancelled Flightled tonight?
5693,neutral,"@VirginAmerica I just did, how can I DM? Do u have to also add me?"
4469,negative,@USAirways been on hold for 2 hours for something which I could have done in less than 1 minute if it was available.Your site UX is awe full
5946,neutral,"@AmericanAir We did talk with Delta for about hour over phone, and I got a number from Delta that they asked to give to AA, which I did."
442,positive,"@JetBlue We had 2 great flights into and out of the Bahamas, even during the bad weather in the northeast, thanks for the great service!!!"
1605,positive,@united despite my bag not making it to Newark good informative email tracking updates help!
418,positive,"@SouthwestAir truly the best in #customerservice.  If something goes wrong, no matter how big or small the issue was, they fix it. Thank you"
2951,negative,@USAirways Round Two of being THE worst airline ever.
2097,positive,@JetBlue I only fly Jet Blue
518,positive,@AmericanAir Kudos to ticket agents for #2224 for making passengers check bags that are too big to fit in overhead.
1653,positive,@USAirways is alright with me. Please give Scott F at BDL a bonus for excellent customer service
4235,negative,@united I locked myself out of my account and needed access to book a flight.
6336,neutral,@USAirways flight was full.  1 open middle seat.  Did not want to sit there.  What is your policy?
6281,neutral,"@AmericanAir yep, they moved me to 16A as they showed me flying ""standby"""
544,positive,@AmericanAir keep up the good work.  Got me to my destination safe and on time today
44,positive,@JetBlue Exciting times ahead! 😁🎉
5500,neutral,@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb
398,positive,"@SouthwestAir Thanks 4 the great service, staff, letting me change my flight 5 times for free! PVD to the skies for me always on SWA!"
1870,positive,"@JetBlue I can't say what airline I am on right now, but I sincerely miss you. #bestairline"
4543,negative,@USAirways no you call me.
2226,positive,@USAirways Thank you
459,positive,@united awesome thank you very much for the help
1273,positive,@JetBlue here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3
878,positive,@united free booze for the Bach party would make it better!  ORD--&gt;MSY #Delayed #Again   We will enjoy either way.  Thanks!
2859,negative,@USAirways help! I've been on hold for almost two hours. Trying 2 get home.
3384,negative,@united I am signed up for notifications. This is the first trip I was not updated on. Not sure why this happened.
4253,negative,@united pls properly train your agents. Requested to speak to 1k customer service &amp; was transferred to a dead end. Not even open at this hr
3973,negative,@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.
2181,positive,@JetBlue thanks so much!
3036,negative,"@united thanks for delaying our flight for an hour, missing our connecting flight and terrible customer service. #neveragain #vacation"
2416,negative,"@united That's called throwing ""loyalty"" out the window and trying to give less awards."
4588,negative,@AmericanAir I'm still on hold if you're wondering...  4 hours 37 minutes and counting.  #ServiceFail #OnHoldForever #Suboptimal
4292,negative,@JetBlue oh right! Me and hundred people arrived back to the same gate we left minutes ago in SDQ http://t.co/7gB0hgW51t
4896,neutral,@USAirways this very pregnant lady's hoping &amp;praying hubbys flight from BWI gets off the ground! I'd like him to get here before baby does!
3540,negative,@JetBlue we now have to get off of the plane and wait another 1-2 hours for someone at the @BuffaloAirport to read the temp. #tired
6520,neutral,"@united I have such a love hate relationship with you. Some days you're good, the others you are so terribly awful its saddening"
2473,negative,@united didn't realize my bag/ contents were wet until I got to my hotel. Sent my suit/shirts out to be dry cleaned. Mtgs start tomorrow.
5842,neutral,@southwestair How can I refer a friend for the Southwest Credit card for points?
5792,neutral,@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .
5050,neutral,@JetBlue Anywhere warm cause its freezing in NYC
4739,neutral,@united you need to follow me so I can dm you to give you the info
2981,negative,@JetBlue everytime I come back to Boston it's a minimum 45 min wait for bags. Earlier it was almost an hour. Why is it only Boston jetblue?
7003,neutral,STAHHPPP!!! RT @JetBlue: Our fleet's on fleek. http://t.co/VHFJGneOZO
5819,neutral,@JetBlue I will when I land.
6707,neutral,@AmericanAir Can you check on he status of my EXP membership card? Need the physical card to access some international lounges soon.
2003,positive,"@SouthwestAir Again, please accept my apologies for my lame, childish tweet. You didn't deserve that, &amp; I remain a LOYAL SW customer!"
592,positive,@SouthwestAir when are you releasing your flights for September? Just found out you fly direct lbb to las! So excited! #tripofalifetime
6311,neutral,@JetBlue @NHLBruins repping the Bruins in Cleveland at Rock n Roll HOF &amp; The Christmas Story house #JetBlueBruins http://t.co/JKnWuGJ778
3201,negative,@united it is too Late Flight for reFlight Booking Problems now - it is morning already and I no longer need a hotel room
6758,neutral,@JetBlue I'll take 3 round trip tickets to the closest warmest place please! #negativedegrees #buffalo #snowwillnevermelt
6461,neutral,"@AmericanAir Hi, I have my name, email, and AAdvantage #, but website won't let me reset password. Can we troubleshoot together? Thanks!"
3326,negative,@united please tell CLT flight 4232 needs a gate. Waiting now for 15 mins.
3529,negative,@united well the income flight to dca to take us to ewr was delayed and it made us miss our connection to FLL so yes hotels were necessary
7078,neutral,@virginamerica Any way to change from Main Cabin to Main Cabin Select (on same flight) without paying a change fee penalty?
958,positive,@united @JMS2802 : outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource.
1415,positive,@united Got a call. Bag is to be delivered tonight. Thanks for your reply!!
1884,positive,@AmericanAir my boss is :)
903,positive,@USAirways made it!!! Send Bloody Mary's to row 27!!!
6513,neutral,@united question. Are departure times based off eastern central time or the time zone your actually in?
3160,negative,@SouthwestAir would be great if I atleast was next to my husband who is flying in the same reservation
6981,neutral,"@united 877 from amsterdam to ewr, 02.27.2015, 737-300."
4698,negative,@AmericanAir  please call us back to rebook!!! 7403607771. We need to get back to Columbus!!!!!! Please help
1161,positive,"@united on a good note, the 2 employees I encountered @ Newark were fabulous. I was very Late Flight for my connecting flight and they got me on!!!"
4625,negative,"@USAirways. On hold 2hrs after my flight was Cancelled Flightled &amp; ""Anthony"" was beyond rude and not helpful! @AmericanAir they're weighing you down."
6692,neutral,@united is it on a flight now? Thanks for reply.
1634,positive,.@JetBlue handled @0xjared's question like social media pros. Good practice for when our transportation systems are all run by friendly AIs!
2718,negative,@JetBlue no. Not boarding order. Someone boarded with. Service Animal which a member of my party was allergic to and because the flight was
5503,neutral,@SouthwestAir @love_dragonss AHHHH YES LAUREN
6419,neutral,.@JetBlue That's what I planned on but Boston traffic due to recent weather was insane! If I had been expedited I would have made it.
767,positive,@JetBlue Kudos to JetBlue social media team for jumping in an helping me out during the last snow storm while web site was down..Thanks!!
3824,negative,@JetBlue I appreciate the speedy response. But the longer you delay the more inconvenience you put on your customers. Please nix change fee!
1408,positive,@SouthwestAir you know what'd be beyond awesome? A pair of tickets to the @Imaginedragons show in ATL. A girl can dream #DestinationDragons
3866,negative,.@united nothing apparently. I've flown w/ you 4 times in last 3 weeks and 3 of those experiences (incl today) were clusterfucks.
2108,positive,@united thank you. I will address it with them
665,positive,"@JetBlue no, but we're on the flight leaving from Boston to Seattle right now. :) flight 597"
5704,neutral,"@SouthwestAir Times change, I guess. http://t.co/osox9h7fWY"
1413,positive,"@United flight experiences R often frustrating, but 2day on UA5184 from CHI to WPG flight attendant April was #amazing! She's 1 of the best!"
2704,negative,"@SouthwestAir was earlier, for reFlight Booking Problems flight I'm on now. Didn't get a screencap, just said ""unspecified error"" and to call SWA"
2646,negative,@AmericanAir Flight 953 NYC-Buenos Aires has been delay since yesterday at 10PM. Is going to take off at 3.30PM now? Give us answers!
2894,negative,@USAirways has completely wasted my work day! Thank you for the bad service and bad Friday!
6606,neutral,"@united, Understandable. I did try Flight Booking Problems several times for 2 passengers &amp; got the messages I mentioned before. As for the agents price???"
509,positive,@JetBlue Love you guys😍😍😍 http://t.co/3X9NRUOvtS
2252,positive,@SouthwestAir I'll do that. Can't DM until you follow me. Thanks!
5921,neutral,@SouthwestAir may want to direct that to the people at @FurryFiesta tok
2575,negative,@JetBlue What else could possibly take the place of coffee at that hour??Hope pilot wasn't relying on aircraft for caffeine. #needcoffee
6986,neutral,@JetBlue Hi! Does my upcoming flight 2168 from West Palm to HPN have Fly-Fi?
5197,neutral,.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…
1931,positive,"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while.."
4070,negative,"@VirginAmerica While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!"
312,positive,"@united New Apple crâpe, amazing! Live from UA1207. Really nice crew too.  #AmericanAir has biscuits, UA needs them 2 http://t.co/gZ9GqDT7Jj"
2879,negative,@USAirways now the freezing bus is just doing circles?
1504,positive,"@JetBlue great trip today!  Thanks to the crew flying us home, they were fantastic! http://t.co/sk6W9XQaQB"
1659,positive,"@SouthwestAir @Imaginedragons @beatsmusic well timed tweet, just boarded and will be listening on my way home!"
5589,neutral,@united Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?
6581,neutral,@SouthwestAir can you help
4374,negative,"@jetblue - WTF, stuck at JFK for 2+ hrs in a delay to Boston cuz u say snow.  No snow on weather map!!!  WTF!!!"
4779,neutral,"@united no, I had to leave for work. Would have not been possible. So I would love to have this replaced now"
1917,positive,@JetBlue on the plane now!  Hopefully no longer at the mercy of the playlist!  Thanks!
3408,negative,"@SouthwestAir Your wifi stinks. I'm not mad, but i wouldn't hate it if i got my money refunded."
5569,neutral,@united Hi if a premium ec upgrade was paid for &amp; then a mileage BF upgrade done is the prem Eco upgrade fare refunded?
2735,negative,@SouthwestAir How many trees have to die before you stop trying to sell us a credit  card? #OptOut http://t.co/CXrZhcdTVz
3161,negative,"@SouthwestAir yall say flt 4200 is on time, yet we haven't boarded for a 3:35 departure b/c we are waiting on a new crew. Why the subterfuge"
4522,negative,@united checked me in through security under the wrong name and given the wrong boarding pass. #AirlineSecurity
2966,negative,"@united Stopped flying @united 1 yr ago bc of aggressive policy on carryon @bdl listening to pssngrs forced to chk@preboard,#notcomingback"
2783,negative,@USAirways What's the point of a baggage claim ticket if they don't scan it  for tracking?
1978,positive,Thanks @SouthwestAir ! #heartlanta
4975,neutral,@united correct?  What's correct?  Sorry I'm lost
26,positive,@USAirways flying high thanks!
2481,negative,"@USAirways I thought about moving a lot of business over too, but first impressions count.. Glad it was miles and not cash."
453,positive,@SouthwestAir LOVE IMAGINE DRAGONS  SO MUCH I EOULD DIE IF I GOT TICKETS
1313,positive,@SouthwestAir I ❤️ you! The only airline that understands us military families and our unpredictable changes. Pound it 👊
4810,neutral,@SouthwestAir will you ever have a nonstop from #SJC to #BNA?? We'll take #SFO or #OAK too! Pleaseeeeee thank you!
4885,neutral,@JetBlue where do I add my AA loyalty number to my Jetblue reservation?
6126,neutral,@AmericanAir 901 #Miami to #Rio to participate at @RCM_Oficial representing @CisnerosMedia #yourstoryhere
6051,neutral,@USAirways Can you provide me with info about checking strollers and car seats?  Costs?  Restrictions?  Need to bring 2 seats 1 stroller.
4414,negative,@SouthwestAir http://t.co/tTXRSyNLxr doesn't work on my flight. Just fyi.
5873,neutral,"@united FYI, went through this on similar flight last week."
5384,neutral,"@SouthwestAir departing MDW it's cold 26F, windy with snow on the ground for sunny and 70F las vegas  @LASairport http://t.co/2IR7ynMBdU"
6753,neutral,@united the aircraft closest to gate was for the other flight and the one closest to our gate was going to Chicago.
3336,negative,@USAirways flight 1735 sitting fully loaded for over an hour. Air conditioning barely working :-(
1941,positive,"@united sweet, follow back and I'll get the dm off"
212,positive,@united in spite of flight delay great customer service provided by Janet and baggage employee Karen. You have 2 wonderful employees United.
5668,neutral,".@SouthwestAir Well, we all need something to aim for."
514,positive,@united sorry to hear outsourcing plan. Boise is best staff/cust service in the country. #boise
203,positive,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue
4068,negative,@USAirways - thanks however I feel like the system has failed me -- what is the solution?
2897,negative,@SouthwestAir been on hold for 1.5 hrs. What's up?
1012,positive,@SouthwestAir has the smoooothest flight attendants. #SouthwestSmoothie http://t.co/Vr9k180LaI
7086,neutral,@AmericanAir Flight 1512 (N924AN) departs @FlyTPA enroute to @dfwairport http://t.co/j0mhMkDiVl
3936,negative,@USAirways 502 M-phx Im still on The plane waiting And waiting
2387,negative,@united need to chat with an actual human ASAP!
538,positive,@united and to add to my earlier tweet. This was my daughters 5th Bday present. Thank you for the hard work and making it happen.
3136,negative,@AmericanAir how do you NOT do maintenance on #MD80 while it sits for two days? Frozen lines found after its boarded? Come on! #faail #mci
3948,negative,@USAirways ticket couldnt be used bc unable to get to departing dest (RSW) bc of blizzard in BOS. Told only way to use credit is $200 fine
3754,negative,@AmericanAir you called back just to put me on hold. It's midnight. Literally just want to know how I'm getting home and I'm getting no help
4275,negative,@united do you guys have any working planes?
1045,positive,@AmericanAir THANK YOU FOR ALL THE HELP!  :P You guys are the best.  #americanairlines #americanair
4915,neutral,Decisions Decisions @MandarinJourney @united:  We'd love for you to try our service. We offer status match too. http://t.co/xbQqqbRgVF ^KP”
3216,negative,"@united my flight was already Cancelled Flightled this morning because of a ""snow storm in Denver"". And now I'm in DC waiting for a pilot to get on+"
3908,negative,@USAirways what happens if the flight takes off before we Cancelled Flight?? That's the issue. We don't want to pay because of your inaccessibility!
6933,neutral,@USAirways Looking for some help to recover an item I left on an airplane this evening
6355,neutral,@united i now see it's 72 hours. Thanks
141,positive,@united I am - thank you!
2538,negative,@AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care
5724,neutral,"@AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same"
2708,negative,@JetBlue they are rude and unhelpful. They suggested I catch a flight tomorrow I was supposed to be home today at 2 am and work is waiting
1371,positive,@JetBlue Awesome! Thank you! ;)
2558,negative,.@SouthwestAir received an error online and have been on hold for over 1.5 hours. Completely unacceptable.
6711,neutral,@united as a million mile flier I'm embarrassed to ask how long ago his launched?
3135,negative,@AmericanAir I tried site &amp; doesnt allow me. Same reason why I wasn't allowed to board this morning. Will try diff airline for work trips
2000,positive,@USAirways made it! Just! Huge relief - thanks for your help!
3892,negative,@AmericanAir Not even on the bag status...will take actions against this company is incredible how irresponsible are with the costumer
5201,neutral,@united past
6777,neutral,@united yall should probably work on that.
2073,positive,Thanks @JetBlue. Next up we will see how the slog from JFK to the city goes!
2087,positive,@USAirways thanks for helping with #reFlight Booking Problems #Cancelled Flightedflight Yvonne Anthony.  You will help us get to Tel Aviv on time.  #HappyFriday
4348,negative,@JetBlue What's up with lack coffee on 7:30AM flight. Was told someone forgot to load coffee onto the plane. What????? #INeedCoffee
4908,neutral,"@USAirways but it's not their fault, because their policy says they at least got us to our destination. Really?"
793,positive,"@SouthwestAir aww thanks!! Other than that, love it!"
3514,negative,"@USAirways Thanks means a lot after I was verbally cussed out, charged extra for a bag, &amp; then told "" I don't feel like dealing with it"" 😒"
4304,negative,@USAirways why would a flight arrive Late Flight or leave when 60% of your passengers have  a connection?
6212,neutral,@USAirways So any ideas when the IT Geeks will plug in the servers so 639 can be on its way to PHX?
1960,positive,@SouthwestAir just had a great flight #4223 with Damion! He was the best #damionflight4223
5895,neutral,@united just called and did it. Should have earlier because I'm being sent to DCA first and THEN to pvd. We may rent a car instead.
656,positive,@AmericanAir Hey Becky Piela at the Orange County airport has been really kind and helpful with rescheduling our flight!
4741,neutral,"@JetBlue plans to offer direct flights from #JFK to #DaytonaBeach, #Florida starting next #February.… http://t.co/oYLlRZQU5m"
6701,neutral,"@JetBlue no one yet but some, fl 8162"
4594,negative,@united currently crying... I wanted to ski tomorrow but prolly not. Just a boy tryna fulfill his dreams
68,positive,"@AmericanAir $90 dollar RT ticket to Chicago? Yes, Please!"
6160,neutral,@JetBlue 108 to Portland Maine
6182,neutral,"@AmericanAir we then had to deplane, and change planes."
3625,negative,@JetBlue I understand but everyone said different things and there was a flight out Late Flightr that night but only one of us got to take it
768,positive,@AmericanAir thank you so much that helps a lot.
4091,negative,"@united In 2015, United is ""unable"" to look up a flight reservation by passenger name at the YYZ check-in counter - WOW smh #customerservice"
4479,negative,@SouthwestAir So today I call into Customer Service &amp; speak with Wendell Holton in the Dallas office &amp; I am told there is nothing he can do
6154,neutral,@SouthwestAir microsecond too Late Flight so very very sad 😂😂😂😂😂😭😭😭😭😢😢😢😢
3995,negative,@AmericanAir what's the status of flight 3494 XNA to DFW. I'm getting different reports?
1532,positive,@SouthwestAir Thanks Lindsey &amp; the Southwest twitter team for great service &amp; a speedy resolution #LuvAgent #swa
5179,neutral,@united Turkish Airlines rebooked us a United flight on our second leg from FRA -&gt; IAD. Is there any way to check if upgrades are available?
6504,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/HovuAIsG16” WTF 😂😂😂😂
79,positive,@JetBlue 😭😭😭😭 yall are really better then American Airlines though.
5121,neutral,"@AmericanAir oh I will, AA on speed dial"
6209,neutral,@AmericanAir When did they start to sell water @AdmiralsClub ?
3284,negative,@JetBlue @Cinnabon the two of you should team up to serve cinnabons on the flights!!!! #BonsInTheSky
6218,neutral,@SouthwestAir unfortunately I don't even have that. My phone died before o had a chance to grab it. It was from OMA to SAN from 3/27-4/2
104,positive,@JetBlue i deleted that tweet because one of your wonderful employees swooped in to help--faith restored. You are one of the good ones. 👍
4866,neutral,"@AmericanAir Hi, can you please ticket my award ticket? The status is ""On Request"" now. Thanks."
612,positive,@USAirways 603 &amp; 2705 DFW to PSP thank you!
4361,negative,@USAirways forgetting to fuel up? Realizing there was more cargo to add to plane? One way to try and mask a delay.
2740,negative,@SouthwestAir Apparently mechanics had to be flown in to fix some planes...not the most assuring sign
1589,positive,@united thanks for the help. Wish the phone reps could be so accomidating
3696,negative,@JetBlue I am less concerned about the delay than I am about not being notified until I looked at the board that my flight was delayed
288,positive,@SouthwestAir DM sent. Thanks for the help!
6748,neutral,@AmericanAir Do you have any sort of live chat feature? We're in the UK right now and that call would cost us alot. :(
1362,positive,@SouthwestAir ok thank you  i hope  so too
189,positive,"@united I will, as soon as I am done with my article.  Thanks!  ~Tom"
3620,negative,@JetBlue shocker my flight delayed an hour. Thanks for reminding me why I switched to delta.
